ots_id	source	target	stance	year	title	subtitle	text
OTS_20021024_OTS0160	1100000	3	-1.0	2002	Bures zu Haupts Bilanz: Zwei-Klassen-Medizin und Zerstörung des sozialen Zusammenhalts	<no subtitle>	"Wien (SK) ""Das Eigenlob von Sozialminister Haupt hält leider keiner Überprüfung stand"", sagte SPÖ-Bundesgeschäftsführerin Doris Bures zur heutigen Bilanz des Sozialministers. Haupt trägt die Verantwortung für die Ambulanzgebühren und die Besteuerung der Unfallrenten - ""beides Maßnahmen, die symbolhaft für die unsoziale Belastungspolitik der schwarz-blauen Regierung stehen"", so Bures am Donnerstag gegenüber dem SPÖ-Pressedienst. ""In der Gesundheitspolitik hat Schwarz-Blau die Weichen in Richtung Zwei-Klassenmedizin gestellt, gesellschaftspolitisch ist der Regierung Schüssel die Zerstörung des sozialen Zusammenhalts vorzuwerfen"", erklärte Bures. ""Was noch von Haupt in Erinnerung bleiben wird, ist sein menschenverachtender Postenschacher"", sagte Bures. Sie fügte hinzu: ""Es ist zu hoffen, dass Haupts Zwei-Jahres-Bilanz zugleich seine Abschiedspressekonferenz war."" ****  "
OTS_20021104_OTS0166	1400000	2	-1.0	2002	Glawischnig: Schüssel bleibt konsequent bei rückständigem Frauenbild	Was ist mit dem Recht der Männer auf Vereinbarkeit von Beruf und Familie	"OTS (Wien) - ""Und was ist mit dem Recht der Männer auf Vereinbarkeit von Beruf und Familie? Wie es der ÖVP entspricht, ist der seit gestern entdeckte Rechtsanspruch auf Teilzeitbeschäftigung von Herrn Schüssel wieder einmal ausschließlich auf Frauen gemünzt"", kritisiert heute die stv. Bundessprecherin der Grünen, Eva Glawischnig.  "
OTS_20021018_OTS0191	1100000	2	0.0	2002	Bures zu Rauch-Kallat: Wer ÖVP wählt, wählt im Doppelpack auch FPÖ, Stagnation und Chaos	<no subtitle>	"Wien (SK) ""Wer die ÖVP wählt, wählt im Doppelpack auch die FPÖ mit. Das bedeutet Stagnation und Chaos"", gab SPÖ-Bundesgeschäftsführerin Doris Bures am Freitag als Reaktion auf die von Rauch-Kallat präsentierten Umfragedaten zu bedenken. Offen blieben die Lösungen für ""die wirklichen Probleme der Menschen in Österreich"", zur Bekämpfung der Arbeitslosigkeit, zur Sicherung und Modernisierung des Gesundheitssystems und zur Zukunftsfähigkeit der Pensionen. ""In allen diesen Bereichen sind nicht nur keine Reformen im Sinne von Verbesserungen zu erkennen, sondern Verschlechterungen. Der Ideenreichtum dieser Regierung erschöpft sich auf Belastungen."" ****  "
OTS_20060928_OTS0323	1100000	1	1.0	2006	TV-Konfrontation: Gusenbauer - SPÖ wird Arbeitslosigkeit um 100.000 reduzieren	Schüssel-Regierung drängt in Richtung Zwei-Klassen-Medizin - beste Versorgung muss für alle garantiert sein	"Wien (SK) - ""Die wichtigste Angelegenheit, die bis 2010 erledigt werden muss, ist die Reduktion der Arbeitslosigkeit um 100.000 Menschen"", sagte SPÖ-Vorsitzender Alfred Gusenbauer Donnerstag in der TV-Konfrontation der fünf Parteichefs. Weiters müsse verhindert werden, dass Österreich in Richtung Zwei-Klassen-Medizin geht, wie jetzt unter der schwarz-blau-orangen Regierung, da die Selbstbehalte so hoch geworden sind, dass sich chronisch Kranke ihre Medikamente nicht mehr leisten können. ""Wir wollen, dass alle Menschen unabhängig vom Einkommen die beste medizinische Versorgung bekommen"", betonte der SPÖ-Kanzlerkandidat. ****  "
OTS_20171011_OTS0135	1400000	0	-2.0	2017	Grüne Wien/El-Nagashi: Wissenschaft ist kein Laiengeschäft	Studienautor Aslan muss alle Fakten der Wiener Kindergarten-Studie offenlegen	Wien (OTS) - „Wissenschaft zeichnet sich vor allem durch ihre hohen Standards aus. Sie legt offen, woher sie ihre Informationen bezieht, wer daran mitgewirkt hat und nach welchen Kriterien ein Gegenstand untersucht wird. Genau das verleiht der Forschung ihre Stärke. Die Studie zu den islamischen Kindergärten in Wien verkehrt diese ins Gegenteil: Sie ignoriert anscheinend jedes dieser Prinzipien und schadet damit dem gesamten Wissenschaftsbetrieb“, sagt Faika El-Nagashi, Integrationssprecherin der Grünen Wien in Reaktion auf die neuen Enthüllungen zu den islamischen Kindergärten.
OTS_20130906_OTS0110	1400000	0	-2.0	2013	Pirklhuber zu verdorbenem Putenfleisch: Österreich braucht effizientere Kontrollen und klare Lebensmittelkennzeichnung	Grüne: Es ist Aufgabe der Politik , Lebenmittelkennzeichnung zu gewährleisten und Menschen vor verdorbenen Waren zu schützen	"Wien (OTS) - ""Nun hat es sich ein weiteres Mal bestätigt - wirbrauchen verbesserte, risikobasierte Kontrollen, mit effizientenSanktionen. Mängel und Missstände entlang der Lebensmittelkettemüssen abgestellt und der Schutz der KonsumentInnen damit gesichertwerden. Nach dem Pferdefleischskandal, dem Schummelschinken und demAnalogkäse, gibt es nun laut Untersuchungen der Arbeiterkammer, auchFälle von verdorbenem Putenfleisch aufgrund einer nicht durchgängigenKühlkette. Und wieder stellt sich die Frage - Wer schützt dieKonsumentInnen vor den Versäumnissen der Lebensmittelindustrie unddes Lebensmittelhandels? Wir fordern seit langem die Veröffentlichungaller Ergebnisse der amtlichen Lebensmittelkontrollen undVerbesserung der Lebensmittelkennzeichnung in Richtung einesösterreichischen Gütesiegelgesetzes"", sagt der GrüneLandwirtschaftssprecher Wolfgang Pirklhuber.   "
OTS_20060908_OTS0065	1200000	1	-1.0	2006	"Seniorenbund: ""Gusenbauer betreibt reine Panikmache"""	Generalsekretär Becker stellt Falschaussagen klar	"Wien (OTS) - In der TV-Konfrontation von gestern Abend hatte Gusenbauer behauptet, Frauen hätten durch die Pensionspolitik der Bundesregierung eine wesentliche Schlechterstellung erfahren. ""Das ist schlichtweg falsch - SPÖ-Gusenbauer leugnet zum x-ten Mal die Wahrheit"", stellt Heinz K. Becker, der Generalsekretär des Österreichischen Seniorenbundes, klar: ""Faktum ist: Noch keine Bundesregierung hat so viel für die Frauen getan, wie die unter Kanzler Dr. Wolfgang Schüssel.""  "
OTS_20130821_OTS0151	1100000	2	-1.0	2013	SP-Peschek: Warum lässt JVP-Kurz die Jugend im Stich?	Wieso schweigt die JVP zum ÖVP-Arbeitsplatzvernichtungsplan für Junge?	"Wien (OTS/SPW-K) - ""Die ÖVP-Forderung zur Verlängerung der Arbeitszeit auf 12-Stunden pro Tag ist ein Schlag ins Gesicht der Arbeitnehmerinnen und Arbeitnehmer. In einer angespannten Arbeitsmarktsituation werden dadurch Arbeitsplätze vernichtet - speziell junge Menschen sind die Opfer"", so der SP-Gemeinderat und Jungendsprecher der SPÖ Wien, Christoph Peschek.    "
OTS_20130822_OTS0111	1200000	1	-1.0	2013	Tamandl zu Weitergabe von Patientendaten: Handeln Sie, Herr Stöger!	Der Verkauf von höchst persönlichen Daten ist nicht tolerierbar – Stöger hat Verantwortung den Menschen in Österreich gegenüber	"Wien, 22. August 2013 (ÖVP-PK) ""Stillstand und Stagnation das ist die Politik der SPÖ. Doch dass die Sozialisten jetzt schwere Verletzungen der Privatsphäre tolerieren, schlägt dem Fass den Boden aus!"", betont ÖVP-Konsumentensprecherin Gabriele Tamandl angesichts des Skandals um verkaufte Patientendaten. ""Als Bundesminister hat Herr Stöger eine Verantwortung gegenüber unserer Republik und den Menschen, die hier leben. Dennoch hält sich Stöger auffällig bedeckt, sobald es darum geht, aktiv zu werden"", so Tamandl, und weiter: ""Stöger scheint seit Jahren im Urlaub zu sein. Anders lässt sich nicht erklären, warum er sich so verantwortungslos verhält."" Stöger hat es über Jahre hinweg versäumt, Initiativen für die Menschen in Österreich zu setzen. ""Er fällt immer erst dann auf, wenn sein Versagen evident wird. Bestes Beispiel: Mangelhafte Lebensmittelkontrollen. Und jetzt der Datenklau was kommt als nächstes?"" Die ÖVP-Konsumentensprecherin abschließend: ""Dass die Sozialisten gerne in privaten Daten stierdeln, ist weithin bekannt. Aber dass sie den Verkauf von Patientendaten durch Ärzte tolerieren und nicht aktiv werden, ist inakzeptabel. Der Verkauf von höchst persönlichen Daten ist nicht tolerierbar! Stöger muss endlich aufwachen und handeln."" ****"
OTS_20060916_OTS0027	1100000	0	-1.0	2006	Darabos: Veit Schalle soll auf Kandidatur verzichten  	<no subtitle>	"Wien (SK) - SPÖ-Bundesgeschäftsführer Norbert Darabos fordert den BZÖ-Kandidaten Veit Schalle auf, auf seine Kandidatur zu verzichten. Laut ""profil"" hat Schalle Jörg Haiders Lob für die ""ordentliche Beschäftigungspolitik"" im Dritten Reich so kommentiert: ""Beeindruckend fand ich schon, was die damals für ein Wirtschaftsprogramm aufgestellt haben."" ****  "
OTS_20130904_OTS0131	1300000	1	-1.0	2013	Die gebrochenen Versprechen von Rot und Schwarz	Neuer FPÖ-Spot thematisiert Rekordarbeitslosigkeit	Wien (OTS) - Seit bald 70 Jahren sind SPÖ und ÖVP ohne Unterbrechungan der Macht. Genauso lang versprechen sie den Menschen stets aufsNeue vor Wahlen sichere Arbeitsplätze und gerechte Löhne. Dabei hatsie niemand gehindert, ihre Vorhaben in die Tat umzusetzen.  
OTS_20021021_OTS0102	1100000	0	-1.0	2002	Sima: Schwarz-Blau hat Angst vor jungen Wählern	Für Senkung des Wahlalters auf 16 Jahre	"Wien (SK) ""Die Bundesregierung scheint Angst zu haben vor den jungen Wählern"", betonte SPÖ-Umweltsprecherin Ulli Sima am Montag im Rahmen einer Pressekonferenz zum Thema Wahlaltersenkung. Die SPÖ habe in der letzten Legislaturperiode einen Initiativantrag eingebracht, der von der schwarz-blauen Bundesregierung ""schubladisiert"" worden sei. Dabei hätten die Wahlen im Burgenland gezeigt, dass Jugendliche wirklich an Politik interessiert seien. 85 Prozent der zwischen sechzehn und achtzehnjährigen hätten von ihrem Wahlrecht gebrauch gemacht. Nun werde auch in Wien ein Demokratiepaket beschlossen, das eine Wahlaltersenkung beinhaltet. ""Ich hoffe auf einen positiven Dominoeffekt"", so Sima in einer gemeinsamen Pressekonferenz mit dem Vorsitzenden des Wiener SPÖ-Gemeinderatsklubs Christian Oxonitsch.***  "
OTS_20170915_OTS0135	2400000	0	-2.0	2017	NEOS begrüßen Vorstoß für gemeinsames Arbeitnehmerrecht	"Gerald Loacker: ""Wichtig ist aber, die AUVA dabei aus dem Spiel zu lassen"""	Wien (OTS) - Die Schaffung eines gemeinsamen Arbeitnehmerrechts und ein Ende der Unterscheidung in Arbeiter_innen und Angestellte trifft auf Zustimmung bei NEOS-Sozialsprecher Gerald Loacker: „Die Unterscheidung in Arbeiter und Angestellte stammt aus dem vorvorigen Jahrhundert und gehört beseitigt. Wenn die SPÖ jetzt kurz vor dem Wahltag dieses NEOS-Anliegen übernimmt - das sie seit drei Jahren in den Schubladen des Parlaments verrotten hat lassen - ist mir das nur recht.“ Er geht davon aus, dass Ministerin Rendi-Wagner auch die antiquierten Entlassungsgründe des Arbeiterrechts an das Angestelltensystem angleichen wolle. Zum Vorschlag von Rendi-Wagner hat er allerdings einen Änderungswunsch: NEOS würden die Kündigungsfristen wie bisher so geregelt lassen, sodass die Kollektivverträge von der gesetzlichen Regelung abweichen können.
OTS_20130823_OTS0144	1400000	2	-1.0	2013	Schwentner: ÖVP reduziert Frauenpolitik auf Familienpolitik	Grüne fordern eigenständiges Frauenministerium	"Wien (OTS) - ""Die ÖVP hat sich längst von einer eigenständigen Frauenpolitik verabschiedet. Einen Herrn Familienminister einzufordern, der sich nebenbei auch ein bisschen um die ""Frauen"" kümmert, das ist Politik von vorgestern. Denn solange wir von Gleichstellung noch meilenweit entfernt sind, geht gar nichts ohne ein starkes Frauenministerium."", kommentiert die Grüne Frauensprecherin Judith Schwentner das Vorschlag der ÖVP, die Frauenpolitik in das Familienministerium zu integrieren.    "
OTS_20060922_OTS0153	1200000	1	-1.0	2006	"Schützenhöfer: ""Gusenbauer betreibt Kindesweglegung!"""	LPO Landeshauptmann-Stv. Schützenhöfer zur TV-Konfrontation	"Graz (OTS) - ""Bundeskanzler Wolfgang Schüssel hat in der gestrigen TV-Konfrontation mit Alfred Gusenbauer einmal mehr mit Sachkompetenz, Erfahrung und Charisma überzeugt. Er war aber nicht nur in dieser Diskussion überlegen, sondern ist einfach die bessere Wahl"", stellt der steirische Landesparteiobmann Landeshauptmann-Stv. Hermann Schützenhöfer fest.  "
OTS_20060911_OTS0226	1200000	2	1.0	2006	Huainigg: Stolz auf Vertrauen von Wolfgang Schüssel  	Freude über großes und kompetentes Team	"Wien, 10. September 2006 (ÖVP-PK) ""Es freut mich sehr im erfolgreichen Team von Wolfgang Schüssel wieder mitwirken zu dürfen"", sagte ÖVP-Behindertensprecher Dr. Franz-Joseph Huainigg anlässlich der Bekanntgabe der Bundesliste durch ÖVP-Bundesparteivorsitzenden Dr. Wolfgang Schüssel. In den letzten vier Jahren sei es gemeinsam gelungen, in der Behindertenpolitik viel voranzutreiben. ""Dass mir Wolfgang Schüssel auch für die kommende Legislaturperiode in diesem Bereich das Vertrauen schenkt, macht mich - wissend dass große Aufgaben vor uns liegen - stolz"", so Huainigg. ****  "
OTS_20021108_OTS0003	1100000	1	1.0	2002	Bures zu TV-Konfrontation: Gusenbauer hat Führungsanspruch der SPÖ unterstrichen	"Gusenbauer für ""Koalition mit den Frauen"" in Österreich"	"Wien (SK) Alfred Gusenbauer habe den Führungs- und Gestaltungsanspruch der SPÖ unterstrichen und klar gelegt, wo die Prioritäten der SPÖ liegen, stellte SPÖ-Bundesgeschäftsführerin Doris Bures Donnerstag Abend im Anschluss an das TV-Duell zwischen Grünen-Chef Van der Bellen und SPÖ-Chef Gusenbauer fest. Gusenbauer habe deutlich gemacht, dass die zentralen Lebensinteressen unter einer SPÖ-geführten Regierung - nämlich die Themen Arbeitsplätze, Soziales und Gesundheit - Vorrang haben. Wichtig sei auch, dass Gusenbauer dem Ankauf neuer Abfangjäger eine klare Absage erteilt habe. Höchst erfreut ist Bures außerdem über Gusenbauers Versprechen, ""eine Koalition mit den Frauen"" des Landes eingehen zu wollen. ****  "
OTS_20021112_OTS0170	1200000	1	-1.0	2002	STUMMVOLL: GUSENBAUER WILL WAHLLÜGE SCHRÖDERS IN ÖSTERREICH WIEDERHOLEN	ÖVP will erfolgreichen Reformweg weitergehen	"Wien, 12. November 2002 (ÖVP-PK) ""Die ÖVP will den erfolgreichen Reformweg der letzten zweieinhalb Jahre weitergehen. Dazu dient auch die Aufnahme von Finanzminister Grasser in das Kompetenzteam. In dieser Hinsicht kann ich SPÖ-Chef Alfred Gusenbauer nur bestätigen"", sagte heute, Dienstag, ÖVP-Finanzsprecher Abg. Dr. Günter Stummvoll zur heutigen Pressekonferenz von SPÖ-Vorsitzendem Alfred Gusenbauer mit SPÖ-Nationalratskandidaten Markus Marterbauer, ÖGB-Präsident Fritz Verzetnisch und Thomas Joszeffi von der Österreichischen Salinen AG. ***  "
OTS_20021105_OTS0114	1200000	1	-1.0	2002	Khol: SPÖ-Fischer stellt Parteipolitik vor Staatsinteresse	Österreichs Außenpolitik kontinuierlich, stetig, erfolgreich	"Wien, 5. November 2002 (ÖVP-PK) ""Nationalratspräsident und SPÖ-Vizechef Heinz Fischer stellt einmal mehr ganz offensichtlich Parteipolitik vor Staatsinteressen"", sagte heute, Dienstag, ÖVP-Klubobmann Dr. Andres Khol zu den jüngsten Aussagen Fischers in Richtung von Außenministerin Benita Ferrero-Waldner. ""Einmal mehr"" nutze Fischer sein Amt aus, um billige Parteipolemik zu betreiben. Erneut zeige sich auch bedauerlicherweise, dass Fischer ""wie so viele in der SPÖ, Parteipolitik vor Staatsinteresse stellt"". so Khol. ****  "
OTS_20021017_OTS0240	1100000	2	0.0	2002	Gradwohl zu Landwirtschaft: Molterer setzt langjährige SPÖ-Forderung um	"Zusammenführung der Kontroll- und Prüfstellen des Landwirtschaftsministeriums ""reichlich spät, aber doch"""	"Wien (SK) ""Spät aber doch reagiert Landwirtschaftsminister Molterer auf eine langjährige Forderung der Sozialdemokraten, im Sinne der landwirtschaftlichen Betriebe die Kontroll- und Prüfstellen von Doppelgleisigkeiten zu befreien.. Es ist dies zumindest ein kleiner Schritt in die richtige Richtung, da bisher verschiedene Kontrollore aus diversen Stellen im Einflussbereich des Ministeriums auf den Bauernhöfen aufgetaucht sind, ohne dass die Prüfergebnisse auf eine sinnvolle Weise verknüpft wurden"", erklärte SPÖ-Agrarsprecher Heinz Gradwohl am Donnerstag gegenüber dem SPÖ-Pressedienst. Es sei jedoch ""schade, dass Molterer erst jetzt reagiert"", wenn der Wahlkampfauftakt der ÖVP näher rücke. Weiters sei zu befürchten, dass Molterer im Zuge der dafür notwendigen Umorganisierungen ""noch parteipolitische Aspekte im Rahmen der Neubesetzungen nützen wird"", so der SPÖ-Abgeordnete. ****  "
OTS_20060824_OTS0116	1200000	2	1.0	2006	Amon zur teilweisen Öffnung des Flughafens Zeltweg: Einigung zwischen Platter und Schützenhöfer ist große Chance für die Region  	Weiterer Meilenstein für Realisierung des Projekt Spielberg NEU gesetzt	"Wien, 24. August 2006 (ÖVP-PK) Als einen ""großartigen Erfolg für die Region Aichfeld Murboden"" bezeichnete Abg.z.NR Werner Amon, gf. Bezirksparteiobmann der ÖVP-Knittelfeld, die Einigung zwischen Verteidigungsminister Günther Platter und ÖVP-Landesparteiobmann LH-Stv. Hermann Schützenhöfer, den Militärflughafen Zeltweg teilweise für zivile Mitbenützung zu öffnen. ****  "
OTS_20171004_OTS0160	1100000	1	1.0	2017	Bundeskanzler Christian Kern gratuliert Franz Vranitzky zum 80. Geburtstag	„Ein überzeugter Europäer und glühender Antifaschist wird 80“ „Ein überzeugter Europäer und glühender Antifaschist wird 80“	Wien (OTS/SK) - Bundeskanzler Christian Kern gratuliert Bundeskanzler a.D. Franz Vranitzky ganz herzlich zu seinem 80. Geburtstag. Vranitzky hat sich mehr als ein Jahrzehnt als Bundeskanzler der Republik Österreich und zuvor als Finanzminister zum größten Wohle des Landes verdient gemacht. Kern würdigt das Engagement des „glühenden Sozialdemokraten und großen Europäers“ und betont: „Vranitzky hat Österreich in die Europäische Union und damit in eine neue Ära geführt.“ ****
OTS_20060925_OTS0149	1300000	2	-1.0	2006	Vilimsky: Staatskassa schon so leer, dass Schüssel sich von Elsner im Arafat-Privatjet nach Bulgarien einladen lassen musste?  	<no subtitle>	Wien (fpd) - Die Geschichte vom offiziellen Besuch des Kanzlers im Arafat-Privatjet nach Bulgarien kann Märchenonkel Lopatka gerne im ÖVP-Kindergarten erzählen. Wenn es sich um einen offiziellen Besuch gehandelt hätte, wäre es nur logisch gewesen, dass die Republik für die Reisekosten des Kanzlers aufzukommen gehabt hätte. Da dies nicht der Fall, gibt es nur zwei andere Möglichkeiten: Die Staatskassa ist so leer, dass Schüssel sich von Elsner einladen lassen musste, nach Sofia zu kommen oder der Kanzler hat sich der unerlaubten Geschenkannahme schuldig gemacht. Dies sei raschest zu klären, so heute FPÖ-Generalsekretär Bundesrat Harald Vilimsky. (Schluß)  
OTS_20021030_OTS0185	1200000	1	-1.0	2002	AUER: WER HAT IN DER SPÖ NOCH DAS SAGEN?	Der Zick-Zack-Kurs der SPÖ bei den Bezirkshauptmannschaften ist unerträglich	"Wien, 30. Oktober 2002 (ÖVP-PK) ""Das Herumgerede um Abschaffung oder Aushöhlung der Bezirkshauptmannschaften durch die SPÖ muss endlich ein Ende haben"", forderte heute, Mittwoch, der ÖVP-Abgeordnete und Bürgermeister Jakob Auer in einer ersten Reaktion auf die neuerlichen Versuche durch SPÖ-Abgeordneten Caspar Einem, die Aufgaben und Kompetenzen der Bezirkshauptmannschaften ins schiefe Licht zu rücken. ""Als Gemeindever-treter und als Politiker, der die Bedürfnisse der Menschen ernst nimmt, weiß ich, dass die Menschen die Bezirkshauptmannschaften als regionale Service-Stellen, so wie sie jetzt sind, brauchen und schätzen. Die Bezirkshauptmannschaften sind Bürgerkompetenzzentren für die Menschen"", stellt Auer klar. ****  "
