ots_id	source	target	stance	year	title	subtitle	text
OTS_20080912_OTS0305	1200000	1	-1.0	2008	Amon: 'Faynachtsmann' bringt Geschenke, die die Kinder bezahlen müssen	Finanzminister Molterer gibt Antworten in wirtschaftlich schwierige Situation	Wien, 12. September 2008 (ÖVP-PK) 'Ich empfehle, vor den Wahlen nicht ständig Dinge zu versprechen, die von der SPÖ nicht gehalten werden können. Die einzig wirtschaftspolitische Antwort der SPÖ ist, dass Faymann Weihnachten ausgerufen hat. Daher muss man sich die Frage stellen: Wo liegt der Unterschied zwischen dem Weihnachtsmann und dem 'Faynachtsmann': Der Weihnachtsmann, bringt die Geschenke für die Kinder die die Elter bezahlen, der 'Faynachtsmann' bringt Geschenk für die Eltern, die die Kinder aber selber noch lange zahlen müssen', so ÖVP-Sozialsprecher Werner Amon im Rahmen der Nationalrats-Sondersitzung. ****  
OTS_20061001_OTS0029	1100000	1	1.0	2006	Darabos: SPÖ ist Nummer Eins und stellt Kanzleranspruch	"""SPÖ hat den Sieg verdient, weil wir haben auf Themen gesetzt"""	"Wien (SK) - ""Die SPÖ hat den Sieg verdient, denn wir haben auf Themen wie Bildung, Beschäftigung und Gesundheit gesetzt. Und diese Themen haben bei den Menschen gegriffen, daher haben wir gewonnen"", sagte SPÖ-Bundesgeschäftsführer Norbert Darabos Sonntag am Wahlabend im Zelt vor der SPÖ-Zentrale in Wien vor tausenden jubelnden Menschen. ""Wir stellen jetzt den Kanzleranspruch, weil wir sind die Nummer Eins. Das war immer unser Ziel und das haben wir erreicht"", so Darabos. Der Einsatz von Alfred Gusenbauer im Wahlkampf habe sich gelohnt. ****  "
OTS_20060915_OTS0110	1500000	1	-1.0	2006	Strutz: Schaunig ist nicht Allein-Regentin von Kärnten	SPÖ-Parteivorsitzende hat Probleme im Umgang mit demokratischen Entscheidungen	"Klagenfurt (OTS) - ""Seit Gabriele Schaunig Parteivorsitzende der SPÖ ist, gibt es eine permanente Blockade- und Verhinderungspolitik zu Lasten Kärntens"", so heute Landeshauptmann-Stellvertreter Martin Strutz. Dies sei nicht nur durch ihre permanente Boykott-Politik in der Kärntner Landesregierung dokumentiert, sondern auch durch ihr unverständliches Verhalten in der Kärntner Landesholding. Dabei zeige sich deutlich, dass Schaunig permanente Probleme mit demokratischen Mehrheiten habe, Mehrheitsentscheidungen ignoriere und nicht zur Kenntnis nehmen möchte. Ihr Verhalten sei permanent gegen Kärnten, gegen die Interessen des Landes und gegen eine der wichtigen Institutionen - der Hypo Alpe Adria Bank - gerichtet.  "
OTS_20060912_OTS0201	1200000	1	-1.0	2006	"Amon zur SPÖ: Schule aus SPÖ-""Napalm-Wahlkampf"" heraushalten  "	Überzogenes Wahlkampfgetöse von SPÖ und Grüne wird auf dem Rücken der Jugend ausgetragen	"Wien, 12. September 2006 (ÖVP-PK) Anlässlich der heutigen Sondersitzung im Nationalrat appellierte der ÖVP-Bildungssprecher Abg.z.NR Werner Amon an die Oppositionsparteien, die Bildungsdebatte möglichst sachlich zu führen. Im Vordergrund stünden die Schülerinnen und Schüler und nicht das völlig überzogene Wahlkampfgetöse von SPÖ und Grünen. ""Es gibt in den Schulen und bei den Lehrern nur den sehnlichsten Wunsch, endlich in Ruhe arbeiten zu können. Wenn die SPÖ einen Funken an Verantwortung hat, sollen sie die Schulen aus dem SPÖ-`Napalm-Wahlkampf` heraushalten"", betonte Amon. ****  "
OTS_20080827_OTS0110	1300000	3	1.0	2008	Hofer: FPÖ-Publikationen sind Online-Bestseller!	<no subtitle>	"Wien (OTS) - ""Das am 10. Juli 2008 online gestellte >Handbuch Freiheitlicher Politik< erfreut sich regen Interesses"", berichtet FPÖ-Vizeparteiobmann NAbg Norbert Hofer. ""Bislang wurde es von 120.000 Internet-Nutzern eingesehen bzw. heruntergeladen. Ganz ähnlich die Erfolgsbilanz des im Vorjahr publizierten Buches ""Energie und Lebensmittel - Konzerndiktatur oder Selbstbestimmung"", das eine hohe fünfstellige Nutzer-Zahl aufweist. Die engagierte, sachpolitische Arbeit der FPÖ findet breites Echo in der Bevölkerung und ist eindrucksvoller Beleg für die Koalition der FPÖ mit den Bürgern.""  "
OTS_20080821_OTS0127	1200000	0	-2.0	2008	Erklärung von Bundesministerin Dr. Andrea Kdolsky	<no subtitle>	Wien, 21. August 2008 (ÖVP-PD) 'Die Österreichische Volkspartei hat in der Vergangenheit stets unter Beweis gestellt, dass sie jene Partei ist, die die richtigen Lösungen im Interesse der Menschen trifft. Das wird auch in Zukunft so sein. Was die Österreichische Volkspartei in ihrem Bemühen für die Menschen in diesem Land so stark macht, ist ihr Pluralismus und ihre Breite. Was die ÖVP in der Umsetzung ihrer Politik letztlich so erfolgreich macht, ist die bestehende Einigkeit in ihren Reihen', so Bundesministerin Dr. Andrea Kdolsky. ****  
OTS_20130927_OTS0202	1300000	0	-1.0	2013	FP-Schuster: Rot-Grün lehnt Resolution für Kinderschutz ab	Rumänische Obdachlose terrorisieren Passanten	"Wien (OTS) - Die seit ca. einem Jahr massiv auftretenden Problememit ausländischen Obdachlosen in den Arkaden der TU-Wien und derSchutz unsere Kinder sind SPÖ und Grünen im 4. Bezirk herzlich egal.""In der letzten Sitzung der Bezirksvertretung hat Rot-Grün eineFPÖ-Resolution zur Ausweitung der Schutzzone Karlsplatz leiderabgelehnt, so dass die Kinder der dort situierten Schule, derenEltern und auch die TU-Studenten weiter unter den aggressivenBelästigungen der meist aus Rumänien stammenden Obdachlosen leidenmüssen"", kritisiert FPÖ-Klubobmann Georg Schuster. (Schluss)otni"
OTS_20130927_OTS0064	1200000	2	1.0	2013	Schittenhelm: Österreich braucht neuen Aufbruch und einen Kanzler Michael Spindelegger	Frauen brauchen Wahlfreiheit und keine Bevormundung – ÖVP schreibt Frauen nicht vor, wie sie zu leben haben	"Wien, 27. September 2013 (ÖVP-PD) ""Frauenpolitik in der ÖVP ist mehr als die Forderung nach Gendern und Quoten. Wir wollen konkrete Maßnahmen setzen, um Frauen in ihrer täglichen Arbeit zu unterstützen und ihre Arbeit in der Familie und im Beruf gleich wertzuschätzen"", so die Bundesobfrau der ÖVP-Frauen Dorothea Schittenhelm. ""Selbstbestimmt statt fremdgesteuert"" lautet das Motto der ÖVP-Frauenpolitik.. Und da liegt auch der Unterschied zwischen ÖVP- und SPÖ-Frauenpolitik. Die Sozialdemokratie will den Menschen vorschreiben, wie sie ihr Leben zu führen haben. Wir stehen klar für Wahlfreiheit in allen Bereichen des Lebens, vor allem wenn es um Entscheidungen innerhalb der Familie geht, Väter und Mütter nach ihren Bedürfnissen und Möglichkeiten ihre Entscheidungen treffen. ****  "
OTS_20060913_OTS0195	1200000	1	-1.0	2006	Scheucher-Pichler zur SPÖ: Schlechtreden auf dem Rücken der Frauen  	Regierung arbeitet solide und nachhaltig für Österreichs Frauen	"Wien, 13. September 2006 (ÖVP-PK) ""Schlechtreden in gewohnter SPÖ-Manier auf dem Rücken der Frauen ist offensichtlich das einzige Konzept der SPÖ"", stellte ÖVP-Frauensprecherin Mag. Elisabeth Scheucher-Pichler in Richtung SPÖ fest. Die Situation der Frauen in Österreich habe sich durch die nachhaltigen Maßnahmen der Bundesregierung nachweislich verbessert. Die internationale Vorreiterrolle Österreichs im Bereich der Vereinbarkeit von Beruf und Familie bestätige die positiven Effekte der Regierungspolitik. Frauen geben in Umfragen und Studien (Quality of Life in Europe und OGM) an, dass sich ihre Situation verbessert habe. ""Österreichs Frauen sind stark und unabhängig und lassen sich von den müden SPÖ-Ablenkungsmanövern nicht aufhalten"", so Scheucher-Pichler weiter. ****  "
OTS_20080903_OTS0196	1100000	0	-2.0	2008	Swoboda: Resolution zu Kaukasuskonflikt trotz Mängel angenommen	<no subtitle>	"Wien (SK) - Das Europäische Parlament hat heute mit großer Mehrheit eine Resolution zum Kaukasuskonflikt beschlossen. Diese orientiert sich im Wesentlichen am Beschluss des Rates. ""Trotz einiger Mängel und Einseitigkeiten hat die SPE-Fraktion der Resolution zugestimmt, um die Einigkeit in Europa und so auch im Parlament zu demonstrieren"", sagte der SPÖ-Europaabgeordnete Hannes Swoboda im Anschluss an die Abstimmung. ****  "
OTS_20130906_OTS0172	1300000	1	-1.0	2013	FPÖ-Leyroutz wirft SP-Aufsichtsrat der Kärnten Werbung Unvereinbarkeit vor!	<no subtitle>	"Klagenfurt (OTS) - Einen gesetzeskonformen Umgang in der KärntenWerbung fordert heute der Klubobmann der Freiheitlichen, Christian Leyroutz, vehement ein. ""Es ist unzumutbar, dass der SPÖ-AufsichtsratMartin Ramusch praktisch für seine eigenen Förderungen zuständigist"", so Leyroutz.  "
OTS_20080916_OTS0147	1100000	4	-1.0	2008	"Valentin an Maresch: ""Breite Bürgerbeteiligung beim Hauptbahnhof!"""	Vielzahl von Umweltauflagen zum Wohle der AnrainerInnen und der Umwelt	"Wien (SPW-K) - ""Die Grünen liegen auch diesmal falsch: Denn tatsächlich wurden insgesamt 24 UmweltverträglichkeitsgutachterInnen - unter anderem aus den Fachbereichen Luftreinhaltung, Lärm- und Erschütterungsgesetz sowie Humanmedizin - mit der UVP zum Städtebauvorhaben Hauptbahnhof Wien befasst"", reagierte heute der Vorsitzende des Wiener Umweltausschusses, Gemeinderat Erich Valentin, auf Aussagen der Wiener Grünen.  "
OTS_20130902_OTS0186	1200000	1	-1.0	2013	Marek: Bildungsministerin soll Vereinbartes akzeptieren	ÖVP-Bildungssprecherin erinnert Claudia Schmied an gemeinsame Beschlüsse	Wien (OTS/ÖVP-PK) - Auch wenn Bildungsministerin Claudia Schmied esoffenbar nicht wahrhaben will: Wir haben in dieser Legislaturperiodegemeinsam die Neue Mittelschule - bei gleichzeitiger Beibehaltung derGymnasien - beschlossen. Gemeinsam haben wir in dieser Koalition dasdifferenzierte Schulsystem, das in der Verfassung abgesichert ist,bestätigt. Die Realität ist anzuerkennen, sagteÖVP-Bildungssprecherin Abg. Christine Marek heute, Montag.  
OTS_20060830_OTS0103	1400000	0	1.0	2006	Moser: Neue Bundes-Gesamtverkehrsplanung nach Oberösterreich-Vorbild nötig	GVP-Wunschkonzert ohne Substanz nicht länger als Grundlage für Milliardenausgaben zumutbar	"Wien (OTS) - ""Österreich braucht dringend einen seriösen neuen Generalverkehrsplan. Die Grünen haben bereits unmittelbar nach Vorlage des derzeitigen GVP durch die ÖVP-FPÖ-Bundesregierung im Jahr 2002 auf dessen gravierende Schwächen hingewiesen: Ansammlung von Beton-Wunschlisten ohne Maß und ohne Ziel, falsche Angaben zur Aufteilung der Investitionen auf Schiene und Straße, keine Prioritätensetzung, keine Umweltprüfung, keine BürgerInnenbeteiligung, fehlende Finanzierung. Eine umfassende und bindende Generalverkehrsplanung statt dieses Machwerks ist dringend nötig. Besonders Richtung Beitrittsstaaten ist statt des im ÖVP-FPÖ/BZÖ-Regierungsübereinkommen versprochenen Schienenschwerpunkts das genaue Gegenteil passiert: Die Transitstraßen wachsen wie die Schwammerl, die LKW-Lawine ist massiv angeschwollen. Die heutige Forderung des VCÖ nach einer neuen, ernstzunehmenden Grundlage für die österreichische Verkehrs- und Infrastrukturpolitik wird daher von uns Grünen nachdrücklich unterstützt. Das von den Grünen mitgestaltete neue Oberösterreichische Gesamtverkehrskonzept wäre ein geeignetes Vorbild"", so Gabriela Moser, Verkehrssprecherin der Grünen.  "
OTS_20080905_OTS0286	1300000	4	-1.0	2008	Hofer: Glawischnig mit nuklearen Wahlkampfverrenkungen	Schizophrenie in Grün: Grüne stimmen Euratom über den EU-Verfassungsvertrag zu, wollen im Wahlkampf dann aber doch wieder aussteigen	"Wien (OTS) - ""Für wie dumm halten die Grünen die österreichischen Wähler"", reagierte FPÖ-Umweltsprecher NAbg Norbert Hofer auf die heutige Aussendung des infernalen Wahlkampf-Duos Glawischnig / Lichtenecker zum Thema Euratom. ""Die Grünen haben mit ihrer Zustimmung zum EU-Verfassungsvertrag auch der Verstetigung des Euratom-Vertrages zugestimmt und damit den >Aufbau einer mächtigen europäischen Atomindustrie< unterschrieben. Mit der Ratifizierung des Vertrages von Lissabon ist ein Euratom-Ausstieg nicht mehr möglich!""  "
OTS_20080826_OTS0129	1100000	2	-1.0	2008	Parnigoni: Fekter ignoriert gravierende Missstände im Innenministerium	Zahlreiche Versäumnisse auf Kosten der Steuerzahler	"Wien (SK) - Versäumnisse über Versäumnisse im Innenministerium, aber die Innenministerin tut so, als ob alles im Lot wäre, als könnte man mit Wahlkampfplakaten, die ""heile (ÖVP-)Welt"" herbei reden. ""Die Rechnung bekommt aber nicht die ÖVP, sondern die Österreicher und Österreicherinnen präsentiert: Aufklärungsquoten bei gerade 38 Prozent - in Wien bei 27 Prozent, steigende Zahl von Diebstählen und Überfällen, - in Wien bereits der 46ste Banküberfall"", so SPÖ-Sicherheitssprecher, Abgeordneter Rudolf Parnigoni. Dies ist das Ergebnis der Politik der ÖVP-Innenminister der vergangenen Jahre. Aushöhlung des Personalstandes, bei gleichzeitiger Verunsicherung der Führungsebene: 3000 PolizistInnen wurden abgebaut, permanente parteipolitische Besetzungen auf allen Ebenen sorgen für Verunsicherung und Demotivation bei der Exekutive."" Während die einzelne und der einzelne Polizistin und Polizist versuchen, ihren Job bestmöglich zu erledigen, hatten die ÖVP-Minister nichts anderes im Sinn, als das Innenministerium parteipolitisch einzufärben. Der Vorwurf des Machtmissbrauchs konnte bis heute nicht entkräftet werden. ****  "
OTS_20080904_OTS0058	1400000	0	-2.0	2008	"Grüne NÖ/Petrovic/Rotter: ""Freuen uns über längst überfällige Enthaftung der TierschützerInnen, aber..."""	Grüne Landeschefin verlangt parlamentarische Aufklärung und bittet gemeinsam mit der Grünen Jugend zur Großkundgebung.	St. Pölten (OTS) - Die Grüne Jugend NÖ tourt derzeit mit Infoständen zum Thema Tierschutz durchs Land. Es geht dabei hauptsächlich um die Bereiche Pelzproduktion, Massentierhaltung und Tiertransporte. Sie schlagen damit in eine ähnliche Kerbe, wie viele Tierschutz- und Tierrechtsvereine.  
OTS_20080915_OTS0191	1500000	1	-1.0	2008	BZÖ-Haider: Buchingers Pensionsideen bringen Realverlust	Mindestens vier Prozent als Inflationsausgleich nötig	"Wien (OTS) - ""Ordentlich und erfreulich sind Buchingers Ankündigungen zur Pensionserhöhung nicht, sie bringen einen Realverlust""; erklärte BZÖ-Spitzenkandidat Jörg Haider heute, Montag am Rande einer Pressekonferenz. Schließlich lag die Inflationsrate im August bereits bei 3,8 Prozent. Haider weiter: ""Die Pensionisten haben in der Zeit der Großen Koalition einen massiven Verlust ihrer Kaufkraft erlitten und sollen bei einer Inflation knapp unter 4 Prozent jetzt mit 3,2 Prozent Pensionserhöhung einfach abgespeist werden. Es geht darum, den Pensionisten einen echten Wertausgleich zu sichern, ihre Kaufkraft zu stärken und ihnen auch finanziell die Anerkennung zukommen zu lassen, die sie sich in einem langen Arbeitsleben verdient haben."" Dies dürfe heuer nicht passieren. Haider: ""Wir fordern daher mindestens 4 Prozent Erhöhung für die rund 2,1 Millionen Pensionisten und eine Orientierung am Pensionistenpreisindex.""  "
OTS_20080917_OTS0180	1200000	2	1.0	2008	Donnerbauer zum Gewaltschutzpaket: ÖVP hat's versprochen, ÖVP hat's gehalten	Utl.: ÖVP setzt härtere Strafen bei Kindesmissbrauch durch =	Wien, 17. September 2008 (ÖVP-PK) 'Die ÖVP hat es versprochen, die ÖVP hat es gehalten: Die Volkspartei setzt härtere Strafen bei Kindesmissbrauch durch', so ÖVP-Justizsprecher Mag. Heribert Donnerbauer nach dem heutigen Ministerrats-Beschluss zum Gewaltschutzpaket. 'Der ÖVP war immer wichtig, den Opferschutz klar vor den Täterschutz zu stellen. Das ist mit dem nun vorliegenden Gewaltschutzpaket gelungen', verweist Donnerbauer auf die deutliche Erhöhung der Strafen für Sexualstraftäter, die effizienten und umfangreichen Berufs- und Tätigkeitsverbote sowie die Sexualstraftäterdatei. 'Dies alles waren ÖVP-Forderungen, die nun auch gegen den anhaltenden SPÖ-Widerstand durchgesetzt wurden', zeigt sich Donnerbauer erfreut. ****  
OTS_20130830_OTS0065	1600000	0	-2.0	2013	"Stronach/Lintl: Wiens Schulen brauchen eine ""Schulreform"""	<no subtitle>	Wien (OTS) - Wenn am Montag die Schulen in Wien wieder beginnen stehen wir vor folgenden Fakten:   
OTS_20080825_OTS0246	1100000	0	-2.0	2008	AVISO: Morgen, 26. 08. 2008, 10 Uhr: PK mit BM Erwin Buchinger und LR Nicole Cernic	"Thema: ""Bedarfsorientierte Mindestsicherung"""	Klagenfurt (SP-KTN) - Wir erlauben uns, Sie zu einem Pressegespräch mit Sozialminister Erwin Buchinger und Sozialreferentin Nicole Cernic einzuladen. **  
OTS_20130911_OTS0091	1300000	1	-1.0	2013	FPÖ-Leyroutz zur Wahlkampfkostenbeschränkung: SPÖ-Gesetzesbruch und Wählertäuschung auf Landes- und Bundesebene!	<no subtitle>	"Klagenfurt (OTS) - Als reine ""Wählertäuschung"" bezeichnete heute derKlubobmann der Freiheitlichen in Kärnten, Christian Leyroutz, dieBezahlung von Wahlkampfkosten über die jeweiligen SPÖ-Klubs aufLandes- und Bundesebene. Während die Freiheitlichen in Kärnten deroffensichtlich verfassungswidrigen Wahlkampfkostenbeschränkung erstgar nicht zustimmten, wird diese nun auch öffentlich immer mehr zurFarce. In Kärnten wurde dieses Gesetz durchgedrückt, um besser umWählerstimmen buhlen zu können und SPÖ und ÖVP gingen mit Begriffenwie ""Transparenz"" und ""Sparsamkeit"" im Wahlkampf hausieren, um dieWähler zu täuschen. ""Es wurde von Seiten der SPÖ und ÖVP im KärntnerLandtagswahlkampf weder gespart, noch wurde mit den Kostentransparent umgegangen"", zeigt Leyroutz einmal mehr auf. Dass die SPÖauf Bundesebene nun zurück rudert, werten die Freiheitlichen alsSchuldeingeständnis.   "
