ots_id	source	target	stance	year	title	subtitle	text
OTS_20080825_OTS0107	1900000	0	-2.0	2008	LIF-Zach präsentierte Team für Wien	Engagiertes Team aus arrivierten und neuen Persönlichkeiten vorgestellt - LIF-Schmidt: Gemeinsames muss vor Trennendes gestellt werden und um Österreich regierbar zu machen	"Wien (OTS) - LIF-Bundessprecher Alexander Zach präsentierte heute Vormittag das ""Team für Wien"", bestehend aus den SpitzenkandidatInnen der Regionalwahlkreise für die Nationalratswahl am 28. September. Gemeinsam mit Spitzenkandidatin Heide Schmidt wird Zach die Wiener Landesliste anführen und freute sich, ein qualifiziertes und engagiertes Team präsentieren zu können: ""Ausgewiesene Expertinnen und Experten aus den verschiedensten Bereichen setzen sich für eine liberale Politik ein und wollen gemeinsam mit dem Liberalen Forum Verantwortung übernehmen."" Selbstverständlich sei das Geschlechterverhältnis auf der Wiener Landeswahlliste ausgewogen, betonte Spitzenkandidatin Schmidt: ""Das ist Bestandteil für eine faire, offene und aufrichtige Politik und zeigt, dass wir das vorleben, was wir fordern."" Die populistischen und polemischen Wahlkampftöne der politischen Mitbewerber kritisierte Schmidt scharf und versprach einen sachlichen, ehrlichen Wahlkampf: ""Unser gesamtes Team steht auch für einen neuen politischen Stil. Unser deklariertes Ziel: Das Gemeinsame vor das Trennende stellen, um Österreich regierbar machen.""  "
OTS_20021019_OTS0016	1100000	3	-1.0	2002	Kuntzl: Unhaltbares Wahlkampfgetöse von FPÖ-Graf	SPÖ will im Unterschied zu Schwarz-Blau StudentInnen kein Geld wegnehmen - SPÖ schafft Studiengebühren ab	"Wien (SK) Als ""unhaltbares Wahlkampfgetöse"" bezeichnete SPÖ-Bundesgeschäftsführerin Andrea Kuntzl die Aussagen des freiheitlichen Wissenschaftssprechers Graf in der gestrigen ""ZIB 3"", wonach die SPÖ jedem Studierenden 30.000 Schilling wegnehmen wolle. ""Wir wollen im Unterschied zur schwarz-blauen Koalition den Studenten kein Geld wegnehmen, sondern die Studiengebühren abschaffen und damit den Zugang zu den Universitäten erleichtern"", betonte Kuntzl. Offensichtlich dürfte in der FPÖ kaum mehr zu überbietbare Nervosität herrschen, wenn sie mit derart haltlosen Vorwürfen argumentiert. **** (Schluss) ps  "
OTS_20021121_OTS0154	1200000	1	-1.0	2002	Rauch-Kallat: Gusenbauer-Problem: Rot-Grüne Fakten sprechen gegen ihn	Gusenbauers Weg bedeutet Zurück zum Schuldenmachen, deutlich höhere Arbeitslosigkeit und neue Belastungen	"Wien, 21. November 2002 (ÖVP-PK) ""Alfred Gusenbauer hat das Problem, dass die Fakten gegen ihn sprechen, denn Österreich steht heute viel besser da, als Deutschland unter Rot-Grün. Wer daher nun so tut, als könnte er mit rot-grünen Konzepten die Situation für unser Land verbessern, ist einfach nicht glaubwürdig. In der Realität würde Gusenbauers Weg ein Zurück zum Schuldenmachen sowie eine deutlich höhere Arbeitslosigkeit und neue Belastungen bedeuten. Anders kann man die unausgegorenen Vorstellungen des SPÖ-Vorsitzenden zur Wirtschaftspolitik und sein Versprechen für eine Steuersenkung bereits 2003 nicht interpretieren"", sagte heute, Donnerstag, ÖVP-Generalsekretärin Abg.z.NR Maria Rauch-Kallat in Reaktion auf das heutige Sonderjournal zu Gast-Interview, die darauf hinwies, ""dass der SPÖ-Vorsitzende überhaupt nicht gesagt hat, wie er seine Vorstellungen finanzieren will"". ****  "
OTS_20021122_OTS0198	1200000	1	-1.0	2002	Rauch-Kallat: Bures will von SPÖ-Lügenkampagne ablenken	<no subtitle>	"Wien, 22. November 2002 (ÖVP-PK) ""Wer so wild um sich schlägt, will damit wohl von der eigenen Lügenkampagne am Rücken unserer älteren Menschen ablenken, denen die Sozialisten vormachen wollen, dass mit ihrer Pension auf den Aktienmärkten spekuliert wird, was einfach letztklassig ist"", sagte heute, Freitag, ÖVP-Generalsekretärin Abg.z.NR Maria Rauch-Kallat, für die klar ist, ""dass die Österreicherinnen und Österreicher auch sehr genau wissen, welche Partei mit Steuergeldern äußerst sorgsam umgeht"". ****  "
OTS_20021110_OTS0042	1200000	1	-1.0	2002	Rauch-Kallat: In den SPÖ-Containern liegen offenbar die Nerven blank	Wählerinnen und Wähler wissen, dass Rot-Grün vor der Wahl etwas völlig anders versprochen hat, als jetzt umgesetzt wird	"Wien, 10. November 2002 (ÖVP-PK) ""In den SPÖ-Containern liegen offenbar die Nerven blank, wenn Bundesgeschäftsführerin Doris Bures mit ihren Angriffen auf die ÖVP in die unterste Schublade greift. Die Nervosität ist aber verständlich, weil die Österreicherinnen und Österreicher genau gesehen haben, dass Rot-Grün in Deutschland nach der Wahl ein Debakel auf allen Ebenen bedeutet"", sagte heute, Sonntag, ÖVP-Generalsekretärin Abg. z. NR Maria Rauch-Kallat. Eine Grundlage für das Inserat der ÖVP im Profil sei ein Zitat des angesehenen deutschen Nachrichtenmagazins ""Der Spiegel"" über das rot-grüne Debakel, und ""Der Spiegel"" ist sicher kein konservatives Magazin. ""Auch alle anderen Aussagen sind Zitate, für die es Quellenangaben gibt. Was dabei Lügen sein sollen, möge uns Doris Bures erklären"", so Rauch-Kallat. ****  "
OTS_20021028_OTS0047	1200000	0	-2.0	2002	VP-Klucsarits: Biomasse verstärkt einsetzen	Pelletheizungen ablehnen heißt auf Erneuerbare Energie verzichten	"Wien (ÖVP-Klub): ""Es ist nicht verständlich, dass die Umweltstadträtin sich gegen den Einsatz von Pelletheizungen ausspricht, wo doch der Brennstoff Holz zu den umweltfreundlichsten Erneuerbaren Energieträgern zählt"", sagte heute ÖVP-Umweltsprecher GR Rudolf Klucsarits. ""Durch den verstärkten Einsatz von Heizanlagen, die mit Holz beheizt würden, hätte Wien eine große Chance den Klimaschutzzielen näher zu kommen!""****  "
OTS_20021120_OTS0065	1400000	2	-1.0	2002	SCHENNACH: KAHLSCHLAG IN GRINZIG - ÖVP-POLITIK PUR	Grüne: Auswirkungen der ÖVP-Politik in Grinzing zu besichtigen - SPÖ zu feige um dagegenzusteuern	"Wien (OTS) ""Mitten im Herzen von Grinzing ist eine Mondlandschaft entstanden. Der Kahlschlag eines Biotops für eine Autobusgarage im Zentrum Grinzings zeigt ÖVP-Politik am Prüfstand. Während der Umweltminister schöne Worte spricht erfolgt die Rodung eines wertvollen Baumbestandes"", kritisiert der Klubobmann der Döblinger Grünen, Stefan Schennach. ""Mit dem brutalen Baubeginn für eine sinnlose Busgarage werden nicht nur rechtlich offene Fragen negiert, sondern neue 2002 neue 'stranded investments' eröffnet. Ob die Baubewilligung überhaupt noch Gültigkeit besitzt, ist derzeit ungeklärt, aber es wird gerodet. Die Wiener SPÖ, deren Stadtrat Schicker noch im letzten Jahr meinte, dass der Bau einer Busgarage in Grinzing aus heutiger Sicht nicht notwendig ist, war politisch zu feige, um hier korrigierend einzugreifen. Das ist großkoalitionäre Politik in schlechtester Tradition"", so Klubobmann Schennach, der auf wütende BürgerInnenproteste gegen diese schamlose Vorgangsweise verweist.  "
OTS_20170913_OTS0215	2400000	0	-2.0	2017	NEOS Wien/Emmerling: Noch Lücken im Entwurf des neuen Wiener Mindestsicherungsgesetzes	Bettina Emmerling: „Es braucht eine Wartefrist für Wien sowie mehr Bildungsanreize.“	Wien (OTS) - „Das geplante Wiener Mindestsicherungsgesetz ist nach viel zu langem Rauszögern nun endlich in der Begutachtungsphase angekommen. Es ist äußert schade, dass sich die Bundesregierung nach wie vor zu keiner bundeseinheitlichen Regelung durchringen konnte. So können die Länder weiterhin ihr eigenen Süppchen kochen und durch verschiedene Mindestsicherungssätze unnötigen Wettbewerb generieren. Eine Residenzpflicht, beschlossen auf Bundesebene, hätte der Sogwirkung der großen Städte wie Wien entgegenwirken können. Leider hat man diese Chance bis jetzt nicht ergriffen. In Wien hätte die rot-grüne Stadtregierung zumindest mit einer Wartefrist gegensteuern können. Das heißt, die Ausbezahlung der Mindestsicherung würde erst nach einem dreimonatigen Aufenthalt gewährt werden. Personen in den anderen Bundesländern, die einen positiven Asylbescheid erhalten haben, würden sich dann nicht sofort auf den Weg nach Wien machen“, stellt Bettina Emmerling, Sozialsprecherin von NEOS Wien, fest.
OTS_20170925_OTS0126	1400000	1	-1.0	2017	Lunacek: „Leichtfried-Abgasgipfel muss konsequente Aufarbeitung des Dieselskandals bringen“	Abgasskandal macht krank und tötet: Klüngelei mit Autokonzernen beenden, Abgasbelastung senken	"Wien (OTS) - „Die Abgas- und Klimabelastung durch den Verkehr massiv zu senken, ist neben einer leistbaren Mobilität für alle die dringendste verkehrspolitische Aufgabe überhaupt. Der von Verkehrsminister Leichtfried morgen angesetzte Abgasgipfel 2030 muss deshalb endlich das Tor zur umgehenden Verminderung der viel zu hohen Abgasbelastung und konsequenten Aufarbeitung des Dieselskandals aufstoßen. Erst in der Vorwoche hat eine Studie gezeigt, dass der Abgasbetrug der Autokonzerne verantwortlich für Tausende Abgas-Tote in Europa ist. Ohne echte Lösungen ab sofort für die durch Abgasbetrug geschädigten AutobesitzerInnen und für weniger Abgasbelastung an der Quelle Kfz hier und jetzt ist der morgige Gipfel seine Spesen nicht wert. Über das Jahr 2030 und danach zu plaudern ist zuwenig, wenn Woche für Woche Menschen an den Abgasen sterben"", fordert Ulrike Lunacek, Grüne Spitzenkandidatin und Vizepräsidentin des Europäischen Parlaments, im Vorfeld des morgigen Abgasgipfel 2030."
OTS_20080925_OTS0007	1100000	1	1.0	2008	Lapp und Rinner zu mehr Familienbeihilfe für alle Kinder: SPÖ ist jedes Kind gleich viel wert	Kuntzl: ÖVP nur durch Druck zu Erhöhung für alle Kinder zu bewegen; letztlich geht es darum, Familien zu entlasten	Wien (SK) - Die SPÖ-Abgeordneten Christine Lapp und Sylvia Rinner betonten am Mittwoch im Nationalrat die Wichtigkeit der Erhöhung der Familienbeihilfe für alle Kinder in Österreich, die gleichzeitig auch eine wichtige Maßnahme zur Entlastung der Eltern mit Kinder angesichts der massiven Teuerung sei. ****  
OTS_20021120_OTS0112	1200000	1	-1.0	2002	"Wirtschaftsbund: Edlingers ""Nonstop-Nonsens"""	Generalsekretär Kopf - Welchem Einflüsterer folgt Gusenbauer?	"Wien, 20. November 2002 (ÖWB) Als ""Nonstop-Nonsens"" bezeichnete heute, Mittwoch, Wirtschaftsbund-Generalsekretär Karlheinz Kopf die von SP-Edlinger einmal mehr vorgetragene Idee, mit Milliardenschweren Steuergeschenken die Wirtschaft ankurbeln zu wollen. ""Was soll man davon halten, dass ein ehemaliger Finanzminister, Steuersenkungen im Umfang von mehreren Milliarden verlangt, ohne auch nur ein einziges Mal zu sagen, woher er gedenkt das Geld dafür zu nehmen. Hält Edlinger die Menschen für derart naiv?"" ****  "
OTS_20080905_OTS0262	1200000	1	-1.0	2008	VP-Ekici ad Yilmaz: Jubelmeldungen sind fehl am Platz	<no subtitle>	"Wien (VP-Klub) - ""Wien ist in Sachen Integrationspolitik weit davon entfernt, Vorreiter zu sein. Jahrzehntelang wurden die Probleme unter den Teppich gekehrt und den Wienerinnen und Wienern Sand in die Augen gestreut. Es ist jetzt an der Zeit, die Ärmel hochzukrempeln. Die Probleme lassen sich nicht mehr ignorieren"", so die Integrationssprecherin der ÖVP Wien, LAbg. Sirvan Ekici zu den heutigen Aussagen von SP-Yilmaz.  "
OTS_20170919_OTS0208	1400000	2	-1.0	2017	Luschnik zu Kurz-Leaks: Außenministerium für Parteizwecke benutzt?	Grüne fordern umgehende Aufklärung durch Außenminister Kurz	Wien (OTS) - Wie der aktuelle Falter in seiner Ausgabe unter „Projekt Ballhausplatz“ schreibt, haben Mitarbeiter des Außenministeriums Strategiepapiere für die Übernahme des ÖVP-Vorsitzes durch Sebastian Kurz erarbeitet. „Wenn die im Falter erhobenen Vorwurfe stimmen, dann hatte der Außenminister offenbar keine Skrupel, Beamte des Außenministeriums für seine parteipolitische Karriere einzusetzen“, kritisiert Robert Luschnik, Bundesgeschäftsführer der Grünen. „Das wäre ein Missbrauch von öffentlichen Ressourcen und hätte rechtliche Konsequenzen zur Folge. Daher verlangen wir Grünen eine umgehende und lückenlose Aufklärung der Affäre durch Kurz “, fordert Luschnik den Außenminister zu einer öffentlichen Stellungnahme auf.
OTS_20080912_OTS0168	1300000	0	-1.0	2008	FP-Mahdalik: SPÖ-Donaustadt lehnt Österreich-Beschimpfungen nicht ab	FPÖ-Resolution gemeinsam mit Grünen niedergestimmt	"Wien, 12-09-08 (OTS) - Es ist erschütternd, dass SPÖ und Grüne in der gestrigen Sitzung der Donaustädter Bezirksvertretung die FPÖ-Resolution gegen plakatierte Österreich-Beschimpfungen wie ""Heimat im Herzen, Scheisse im Hirn"" oder ""Wer Österreich liebt, muss Scheisse sein"" niedergestimmt haben. Offenbar begrüßen diese Parteien solche ordinären Herabsetzungen unseres Heimatlandes, sonst hätten sie sich klar und deutlich gegen diese Entgleisungen ausgesprochen, meint dazu der Donaustädter FPÖ-Gemeinderat Toni Mahdalik. (Schluss)am  "
OTS_20080925_OTS0211	1100000	2	-1.0	2008	SP-Niedermühlbichler: Stadtrat Walter, die City ist doch kein Wahlkampfthem	<no subtitle>	Wien (SPW-K) - Gestern wurden von der Bezirksvertretung Innere Stadt und von Bezirksvorsteherin Ursula Stenzel die Neugestaltung der Fußgängerzone und der geplante Finanzierungsschlüssel abgelehnt. VP-Stadtrat Walter fordert nun von der Stadt, die Bezirke bei der Aufgabenerfüllung nicht im Stich zu lassen.  
OTS_20060926_OTS0137	1200000	1	-1.0	2006	"Lopatka zu Bures: ""Abwegig und absurd""  "	SPÖ-Skandalisierungsversuche wenige Tage vor der Wahl	"Wien, 26. September 2006 (ÖVP-PK) Die Nervosität bei der SPÖ scheine mittlerweile so groß, dass sie nur mehr wild um sich schlage. ""Denn sonst hätte SPÖ-Bundesgeschäftsführerin Doris Bures mittlerweile eingesehen, dass Bundeskanzler Wolfgang Schüssel bei seiner Bulgarien-Reise die Interessen das Landes vertreten hat"", so ÖVP-Generalsekretär Dr. Reinhold Lopatka.. ""Die SPÖ-Skandalisierungsversuche wenige Tage vor der Wahl gehen ins Leere. Das hat auch BAWAG-Generaldirektor Ewald Nowotny gegenüber Medien bestätigt. Ich teile seine Meinung, dass die Aussagen der SPÖ `abwegig und absurd` sind. Der BAWAG-Skandal ist und bleibt ein SPÖ-Skandal"", so Lopatka. ****  "
