ots_id	source	target	stance	year	title	subtitle	text
OTS_20130820_OTS0134	1300000	0	-2.0	2013	FP-Mahdalik: 13A-Linienteilung blöder Schmäh und Fahrgast-Provokation	Stadt und Wiener Linien sollen Hü-Hott-Politik beenden	"Wien (OTS) - ""Die zuerst für Samstag, jetzt aber vielleicht auch für Donnerstag und Freitag angekündigte Zweiteilung der Buslinie 13A kann wohl nur als blöder Schmäh seitens der Stadt bzw. der roten Wiener Linien-Spitze durchgehen"", meint FPÖ-Verkehrssprecher LAbg. Toni Mahdalik. Entweder ist die Führung des 13A durch die FUZO für Passanten und Fahrpersonal der Wiener Linien zu gefährlich - was auf der Hand liegt - oder nicht. Von Montag bis Mittwoch Leib und Leben der Fußgänger zu gefährden und dann von Donnerstag bis Samstag die Fahrgäste des zweigeteilten 13A zu Fußmärschen zu zwingen ist so ungefähr das Dümmste, was Rot-Grün und Wiener Linien machen könnten.    "
OTS_20080912_OTS0251	1200000	1	-1.0	2008	Missethon: Faymann sind die Menschen und die Teuerung völlig egal	Utl.: Faymann geht es um rein wahltaktische Motive, Faymanns 40-Punkte machen aus Parlament einen Bazar =	Wien, 12. September 2008 (ÖVP-PK) 'Die Wahrheit ist: Faymann scheinen die Menschen und die Teuerung vollkommen egal zu sein. Der SPÖ-Kandidat und alle zuständigen SPÖ-Minister schwänzen die heutige Teuerungs-Sitzung im Parlament', stellt ÖVP-Generalsekretär Hannes Missethon fest. 'Hier ist deutlich zu erkennen, worum es Faymann wirklich geht: Er ist ausschließlich auf seinen persönlichen Vorteil und auf rein wahltaktische Motive bedacht', so Missethon.. ****  
OTS_20080919_OTS0220	1700000	0	-2.0	2008	Liste FRITZ: Theresia Zierler/Karl Matuschka: Wir fordern ein selbstbestimmtes Leben für Menschen mit körperlicher Behinderung	Einzig sinnvolle Lösung ist eine Anhebung der Ausgleichstaxe	"Wien (OTS) - ""Wir treten dafür ein, dass die Beschäftigung körperlich behinderter Menschen auf qualifizierten Arbeitsplätzen massiv gefördert wird - nur so können Arbeitgeber motiviert werden, freie Arbeitsplätze mit Behinderten zu besetzen"", so Karl Matuschka - langjähriger technischer Direktor des ORF, selbst seit einer Gehirnblutung seit Jahren halbseitig gelähmt, in der heutigen Pressekonferenz.  "
OTS_20060924_OTS0021	1100000	0	-2.0	2006	"MORGEN: PK-Kuntzl ""Die soziale Sicherheit, die wir meinen!"" und Medienaktion ""Gemeinsam sind wir stärker"" mit Kuntzl, Blecha, Rudas  "	<no subtitle>	"Wien (SPW) - Morgen Montag, 25. September 2006 findet um 9.30 Uhr im Cafe Griensteidl eine Pressekonferenz der Wiener SPÖ-Spitzenkandidatin zur Nationalratswahl, NRAbg. Andrea Kuntzl zum Thema soziale Sicherheit statt. Das Motto der Pressekonferenz lautet: ""Die soziale Sicherheit, die wir meinen!""  "
OTS_20080828_OTS0317	1500000	0	1.0	2008	Haider überzeugte durch Visionen und klare Hilfestellung für Familien und den Mittelstand	Molterer war nicht glaubwürdig und konnte Haider nur beipflichten	"Wien (OTS) - ""In der heutigen ORF-Konfrontation überzeugte Landeshauptmann Dr. Jörg Haider klar durch Visionen und Hilfestellungen für finanzschwache Familien und den Mittelstand und konnte so das Duell klar für sich entscheiden. ÖVP-Chef Molterer konnte Haider bei vielen angesprochen Themen nur beipflichten und Recht geben. Deshalb ging das Duell wieder klar für den BZÖ-Chef aus"", stellte im Anschluss an die Fernsehkonfrontation BZÖ-Generalsekretär Martin Strutz fest.  "
OTS_20060906_OTS0232	1300000	0	-2.0	2006	FPÖ will Mediziner als Gesundheitsminister	Kritik an Rauch-Kallat	Wien (OTS) - Die FPÖ übt heftige Kritik an Gesundheitsministerin Rauch-Kallat. Diese sei, so FPÖ-Vizebundesparteiobmann Norbert Hofer, sowohl in der Pflegedebatte als auch bei den Chefarztprivilegien vor allem durch Untätigkeit aufgefallen.  
OTS_20080909_OTS0193	1300000	1	-1.0	2008	Graf zu BM Schmied: Statt verbindlichem Programm weiter Ankündigungspolitik!	FPÖ fordert 4-Jahres-Programm mit jährlichem Volumen von 250 Millionen Euro	"Wien (OTS) - ""Es gibt im Bereich der Schulinvestitionen dringende Aufgaben zu bewältigen"", moniert FPÖ-Bildungssprecher NAbg Dr.. Martin Graf. ""Langfristige Konzepte wie das heute von Ministerin Schmied vorgelegte werden dem nicht gerecht. In der ablaufenden Legislaturperiode herrschte weitgehend Stillstand, dieser soll nun offenbar für weitere fünf Jahre prolongiert werden"", vermutet Graf. ""Man kann dann ja auch in fünf Jahren darauf verweisen, dass es sich um ein Zehnjahresprogramm handelt.""  "
OTS_20060822_OTS0160	1100000	0	-2.0	2006	Brauner - AUDIO: Der Mensch steht im Mittelpunkt!	O-Ton der Wiener Gesundheitsstadträtin unter www.wien.spoe.at	Wien (SPW) - Der Pressedienst der SPÖ Wien stellt unter www.wien.spoe.at einen O-Ton von Wiens Gesundheitsstadträtin Renate Brauner zum Thema Pflege und Seniorentag 2006 im Presseservice unter dem Navigationspunkt Audios zum Download zur Verfügung. (Schluss) nk  
OTS_20060823_OTS0169	1100000	0	-2.0	2006	Schwacher August für Tourismus: SPÖ fordert Erschließung neuer Märkte	Vouk: Neue Märkte wie etwa China und spezielle Angebote für junge und für ältere Gäste sind der Schlüssel zur Trendumkehr bei den Nächtigungen	Klagenfurt (SP-KTN) - Nachdem auch der August die heurige Sommertourismus-Bilanz negativ beeinflussen dürfte, sieht der Tourismussprecher der Kärntner SPÖ, LAbg. Ferdinand Vouk, neuerlich die Notwendigkeit untermauert, konkrete Maßnahmen, die dem negativen Nächtigungstrend der letzten Jahre entgegenwirken sollen, zu forcieren. Hoteliers berichten von zahlreichen wetterbedingten Abreisen und Stornierungen im August. Nur mit der Erschließung neuer Märkte im Tourismus sowie der Errichtung und dem Ausbau wetterunabhängiger Einrichtungen und Freizeitangebote für junge und ältere Gäste könne im Tourismus neu Fuß gefasst werden, ist sich Vouk sicher.  
OTS_20060910_OTS0047	1100000	4	-1.0	2006	Bures: Grüne bei Abgrenzung gegenüber ÖVP nicht glaubwürdig  	<no subtitle>	"Wien (SK) - SPÖ-Bundesgeschäftsführerin Doris Bures hält die ""krampfhafte Abgrenzung"" der stellvertretenden Grünen-Klubobfrau Eva Glawischnig gegenüber der ÖVP nicht für glaubwürdig. ""Bei Eurofighter und Studiengebühren haben die Grünen vor kurzem noch ganz anders geklungen"", so Bures mit dem Hinweis darauf, dass Grünen-Bundessprecher Van der Bellen Eurofighter stornieren und Studiengebühren streichen bis vor kurzem keineswegs als Koalitionsbedingung gesehen hat. ****  "
OTS_20060919_OTS0122	1100000	0	-2.0	2006	Morgen Mittwoch, 20. September: Blecha - Pressekonferenz um 10.30 Uhr  	<no subtitle>	"Wien (SK) - Wir erlauben uns, die VertreterInnen der Medien zu folgendem Termin einzuladen: Der Präsident der Pensionistenverbands Österreich, Karl Blecha, nimmt in einer Pressekonferenz zum Thema ""Ein Drittel der Wahlberechtigten sind Pensionisten. Was sagen die Parteien zu den Pensionistenforderungen?"" Stellung. ****  "
OTS_20021121_OTS0160	1200000	1	-1.0	2002	ÖAAB-TSCHIRF: Rot-grün bedeutet Chaos	<no subtitle>	"Wien, 19.11.2002: Der Wiener ÖAAB-Landesobmann Matthias TSCHIRF warnte heute eindringlich vor einer rot-grünen Bundesregierung unter der Führung von Alfred Gusenbauer. ""Während sich Wolfgang Schüssel gegenüber allen anderen politischen Parteien offen zeigt, hat sich Alfred Gusenbauer schon festgelegt. Er will mit den Grünen koalieren und eine Chaosregierung bilden, koste es was es wolle. Das muss auf jeden Fall verhindert werden,"" so der ÖAAB-Landesobmann.****  "
OTS_20060921_OTS0175	1100000	2	-1.0	2006	Broukal an Gehrer: Autosuggestion statt Wahrheit	"Schulen und Unis merken nichts vom angeblich ""besten Bildungsbudget"""	"Wien (SK) - ""Die Schulen und Universitäten merken schlichtweg nichts von Gehrers 'bestem Bildungsbudget'"", stellte SPÖ-Wissenschaftssprecher Josef Broukal Donnerstag gegenüber dem SPÖ-Pressedienst zu den heutigen Aussagen von Ministerin Gehrer klar. ""Das ist ein klarer Fall: Autosuggestion statt Wahrheit."" ****  "
OTS_20060902_OTS0053	1200000	0	-2.0	2006	ÖVP-Wahlauftakt: Schüssel II: Soziale Verantwortung und höchste Sicherheitsstufe in einer Hand - BILD  	Bundeskanzler zieht bei ÖVP-Wahlauftakt positive Bilanz - SPÖ-Stil zeugt von Schwäche	"Wien, 2. September 2006 (ÖVP-PD) Beim ÖVP-Wahlauftakt in Graz übte ÖVP-Bundesparteiobmann Bundeskanzler Dr. Wolfgang Schüssel Kritik an den SPÖ-Plakaten, auf denen von einer Zwei-Klassen-Medizin gesprochen wird. ""Das österreichische Gesundheitssystem liegt in der Zufriedenheit auf dem ersten Platz in Europa. Da kann man stolz darauf sein"", betonte Schüssel. In Österreich bekomme jeder die Behandlung, die er brauche. Schüssel verwies auf die USA: ""Dort sind 43 Millionen Menschen nicht krankenversichert. In Österreich beinahe jeder. Bei uns stehen alle medizinischen Leistungen sämtlichen Bevölkerungsschichten offen - und das ist wichtig für den sozialen Standort Österreich. Maria Rauch-Kallat garantiert, dass dies auch so bleibt"", so der Bundeskanzler. ****  "
OTS_20130909_OTS0179	1100000	2	-1.0	2013	SP-Peschek ad Mitterlehner: Betriebe nicht nur fördern, sondern auch fordern!	<no subtitle>	"Wien (OTS/SPW-K) - ""Der kostenlose Wiederantritt zurLehrabschlussprüfung sowie die Unterstützung der Vorbereitungskursesind absolut zu befürworten. Allerdings sollte man Ursache undWirkung nicht miteinander verwechseln. Denn der hohe Anteil anLehrabbrüchen bzw. negativen Lehrabschlussprüfungen hängt oftmalsauch mit der mangelnden Qualität einiger Lehrbetriebe zusammen"", soder SP-Lehrlingssprecher und Gemeinderat Christoph Peschek in einerKurzreplik auf Aussagen von ÖVP.  "
OTS_20080925_OTS0274	1900000	0	-2.0	2008	LIF-Schmidt zum Sitzungsmarathon: Keine Sternstunde sondern Dunkelstunde	"LIF-Spitzenkandidatin: ""Quantität ist kein Qualitätsmerkmal"""	"Wien (OTS) - ""Eine Sternstunde des Parlamentarismus sieht anders aus"", so das Resümee der Spitzenkandidatin des Liberalen Forums, Heide Schmidt, über die gestrige Nationalratssitzung. ""Viel eher muss man von einer Dunkelstunde sprechen. Wenn man sich auch darüber freuen kann, dass etwa die Studiengebühren abgeschafft wurden, so darf man sich keineswegs darüber freuen, wie dies geschehen ist"", sagte Schmidt.  "
OTS_20130904_OTS0130	1500000	1	-1.0	2013	BZÖ-Petzner: SPÖ und ÖVP haben Kärntner Haftungen für Hypo immer mitbeschlossen!	<no subtitle>	"Wien (OTS) - ""Unabhängig davon, dass es zur Haftungs-Frage in derCausa Hypo verschiedene Rechtsansichten und Expertenmeinungen gibt,wobei das BZÖ und ich die Position teilen, dass es eine Haftung desMehrheitseigentümers BayernLB gegeben hätte, steht eines außerStreit: Die Haftungen des Landes Kärnten wurden von Beginn an im Jahr1992 stets von SPÖ und/oder ÖVP mitbeschlossen!"", darauf macht derstellvertretende BZÖ-Klubobmann NRAbg. Stefan Petzner heuteaufmerksam und empfindet es daher als schäbig und billig, alles aufeinen Verstorbenen abzuschieben, der sich nicht mehr wehren kann..   "
OTS_20060821_OTS0149	1400000	2	-1.0	2006	Glawischnig: Hat Molterer mit ORF-Programmangeboten gedealt, um Stimmen zu kaufen?	Grüne sehen dringenden Aufklärungsbedarf: Molterer hat Demokratieverständnis wie Berlusconi und Putin	"Wien (OTS) - ""Hat Wilhelm Molterer mit ORF-Programmangeboten gedealt, um Stimmen für die ORF-Generaldirektorenwahl zu kaufen? Wie kommt der ÖVP-Klubobmann dazu, seinem Regierungspartner vermehrte Auftritte in der Zib1, dem ORF-Report, dem ORF-Sport oder den ORF-Seitenblicken zu versprechen?"", ortet die stv. Bundessprecherin der Grünen, Eva Glawischnig, ""dringenden Aufklärungsbedarf"" angesichts neuer massiver Vorwürfe gegen ÖVP-Spitzenpolitiker in Zusammenhang mit der ORF-Wahl. ""Wenn die Aussagen Westenthalers auch nur teilweise stimmen, hat sich die ÖVP wie Berlusconi oder Putin demokratieschädigend eines öffentlich-rechtlichen Fernsehsenders bedient. Generaldirektorin Monika Lindner und ORF-Chefredakteur Werner Mück hätten in diesem Fall wie Parteisekretäre der ÖVP agiert und damit klar gegen das ORF-Gesetz verstoßen. Der Verdacht steht damit im Raum, dass in der Amtszeit Lindner-Mück der ÖVP-Klubobmann mitentschieden hat, was im ORF gesendet wird und was nicht.. In der langen Geschichte des ORF wäre dies ein bislang einzigartiger Beleg für unverschämten Machtmissbrauch einer Partei"", so Glawischnig.  "
OTS_20060908_OTS0198	1100000	1	1.0	2006	Jarolim: SPÖ wird in nächster Legislaturperiode Opferschutz verbessern	Molterer beutet Einzelschicksal aus	"Wien (SK) - ""Es ist geschmacklos, wie ÖVP-Klubchef Molterer ein tragisches Einzelschicksal politisch ausbeutet"", so SPÖ-Justizsprecher Hannes Jarolim Freitag gegenüber dem SPÖ-Pressedienst. Die schwarz-blau-orange Bundesregierung habe in der abgelaufenen Gesetzgebungsperiode alles in allem sehr wenig für den Opferschutz getan und Verbrechensopfer mit ihren existenziellen Problemen nur zu oft allein im Regen stehen lassen. Dies alles trotz immer wieder geäußerter Kritik und Verbesserungsvorschlägen durch Verbrechensopferhilfeorganisationen (wie dem ""Weissen Ring), aber auch der SPÖ. Hannes Jarolim verweist in diesem Zusammenhang auf die bereits im vergangenen April von der SPÖ vorgestellten Vorschläge für Verbesserungen im Strafrecht im SPÖ-Justizprogramm 2006, bei dem der Thematik ""Verbrechensopferschutz und Opferrechte"" eine zentrale Position zukommt. Die SPÖ werde ihre Pläne in der kommenden Legislaturperiode umsetzen, kündigte Jarolim an. ****  "
OTS_20130911_OTS0255	1400000	3	-1.0	2013	Grüne-Lesjak: Leyroutz soll Seen-U-Ausschuss Beweise übermitteln	"U-Ausschussvorsitzende Lesjak: ""Jedem gerechtfertigten Verdacht ist nachzugehen."""	"Klagenfurt (OTS) - FPÖ-Klubobmann Christian Leyroutz sollen lauteiner Aussendung Beweise vorliegen, die die SPÖ-FinanzreferentinLHStv. Schaunig der Falschaussage überführen. Ausschuss-VorsitzendeDr. Barbara Lesjak: ""Derart wichtige Unterlagen müssen demU-Ausschuss unverzüglich vorgelegt werden, damit weiterhin einesachgerechte, objektive und saubere Vorgehensweise gewährleistetwerden kann."" Lesjak weiter: ""Deshalb fordere ich Klubobmann Leyroutzdazu auf, dem Untersuchungsausschuss diese Beweise umgehend zuübermitteln, damit der Ausschuss die Vorwürfe prüfen kann.""  "
OTS_20060901_OTS0203	1400000	2	-1.0	2006	Glawischnig: Warum hat verunsicherter Kanzler Angst vor TV-Debatte über Bildungs- und Pflegenotstand?	Grüne an kneifenden Schüssel: Sind Molterer, Gehrer und Pröll nicht einmal gut genug, um TV-Duell mit Grünen zu bestreiten?	"Wien (OTS) - ""Warum hat der von einer Pannenserie verunsicherte ÖVP-Parteiobmann Wolfgang Schüssel Angst vor einer TV-Debatte mit den Grünen? Wieso fürchtet sich Schüssel, über die drängenden Zukunftsprobleme von Hunderttausenden Menschen in Österreich zu reden? Wieso kneift der Kanzler, wenn es um Rezepte gegen den Pflegenotstand, den Bildungsnotstand oder die Benachteiligung von Frauen am Arbeitsmarkt geht?"", untermauert die stv. Bundessprecherin der Grünen, Eva Glawischnig, ihre Fragen an die ÖVP, angesichts der Weigerung des ÖVP-Spitzenkandidaten, an der TV-Diskussion am kommenden Dienstag selbst teilzunehmen. ""Schüssel kneift, flüchtet aus dem Fernsehstudio und geht auf Tauchstation. Aber nicht nur das: Er traut auch keinem Stellvertreter und ÖVP-Mitglied zu, die Vorstellungen der ÖVP über die zukünftige Entwicklung Österreichs offensiv zu vertreten. Sind Elisabeth Gehrer, Wilhelm Molterer oder Josef Pröll nach Ansicht des außer Tritt geratenen Kanzlers nicht einmal gut genug, um eine Fernseh-Diskussionssendung mit den Grünen bestehen können?"", fragt Glawischnig.  "
OTS_20021114_OTS0109	1100000	3	-1.0	2002	Kollross: Haupt versucht Politik des Rückschritts über seine Amtszeit hinaus zu verlängern	SJÖ: Steht Neubesetzung der oberösterreichischen Gleichbehandlungsanwältin schon fest?	"Wien (SK) Für die Sozialistische Jugend Österreich (SJÖ) zeichnet sich kurz vor den bevorstehenden Nationalratswahlen wieder ein blau-schwarzer Postenschacher ab. Die Bewerbung für den Posten als Regionalanwältin für Gleichbehandlungsfragen OÖ läuft bis 18.11.2002. Die Eröffnung des Büros der Gleichbehandlungsanwältin findet am Tag darauf statt. ""Es ist schon seltsam, dass das Büro ohne die dazugehörige Anwältin eröffnet wird. Oder heißt das, dass der Posten schon vergeben ist?"", so Andreas Kollross, Vorsitzender der SJÖ, am Donnerstag gegenüber dem SPÖ-Pressedienst. ****  "
OTS_20060908_OTS0246	1300000	1	-1.0	2006	Vilimsky: Nichts Neues von der SPÖ - typischer Parteitag in der Wahlkampfzeit!	Gusenbauer wird niemals Kanzler werden - dafür fehlt ihm ganz einfach die Persönlichkeit!	Wien, 08-09-2006 (fpd) - Nichts Neues hat die SPÖ bei ihrem Parteitag in Linz zu bieten. Es handelt sich eben um die typischen Wahlkampfaussagen drei Wochen vor der Nationalratswahl. Wenn Gusenbauer ankündigt Kanzler werden zu wollen, dann zeige dies nur, wie dünn die Personaldecke der SPÖ sei. Gusenbauer fehle dazu ganz einfach die Persönlichkeit. Die SPÖ wäre jedenfalls gut beraten an die Zeit nach dem 1. Oktober zu denken und die personellen Weichen dahingehend zu stellen. Der Wahlverlierer Gusenbauer werde jedenfalls nach der Nationalratswahl nicht mehr SPÖ-Vorsitzender sein, so FPÖ-Generalsekretär, Bundesrat Harald Vilimsky in einer kurzen Reaktion zum SPÖ-Bundesparteitag  
OTS_20130827_OTS0160	1300000	1	-1.0	2013	FPÖ-Neubauer: Herr Wohlmuth, Pensionistenverband, möge sich von dem Gedanken, Politik machen zu können, verabschieden	<no subtitle>	"Wien (OTS) - FPÖ-Neubauer: Herr Wohlmuth, Pensionistenverband, möge sich von dem Gedanken, Politik machen zu können, verabschieden ""Der Vorwurf eines gewissen Herrn Wohlmuth, die Regierung unter FPÖ und ÖVP habe die Pensionisten über Gebühr beschnitten, ist zurückzuweisen. Richtig ist vielmehr, dass die damalige Bundesregierung unter SPÖ-Beteiligung das Pensionssystem derart vernachlässigt hatte, dass diese Maßnahmen notwendig waren. Wären diese zum damaligen Zeitpunkt nicht erfolgt, könnten die Österreicherinnen und Österreicher heute vermutlich von einem staatlich garantierten Pensionssystem nur noch träumen "", kommentierte der freiheitliche Seniorensprecher NAbg. Werner Neubauer die heutigen Aussagen des PVÖ-Generalsekretärs Andreas Wohlmuth.   "
OTS_20060907_OTS0179	1100000	2	-1.0	2006	Cap: Bartensteins Pflege-Verordnung de facto generelle Aufhebung der Übergangsfristen  	<no subtitle>	Wien (SK) - Die von Wirtschaftsminister Bartenstein geplante Pflege-Verordnung führt de facto zu einer generellen Aufhebung der Übergangsfristen und würde zu einer Überschwemmung des österreichischen Arbeitsmarktes mit ausländischen Arbeitskräften führen, kritisierte der geschäftsführende SPÖ-Klubombann Josef Cap Donnerstag gegenüber dem Pressedienst der SPÖ. Jedem ausländischen Arbeitnehmer, der nach dem Bartenstein-Modell ein Jahr in Österreich im Pflegebereich tätig war, steht danach der österreichische Arbeitsmarkt völlig offen, er kann dann jeder Arbeit nachgehen, der er will. Auf diese Art hebelt Bartenstein die Übergangsbestimmungen zum Schutz des österreichischen Arbeitsmarktes aus. ****  
